Baldwin,01003,
Baldwin,01003,
Baldwin,01003, http://t.co/cbsvXQH5Pj
Baldwin,01003, http://t.co/drXAZ9hba9
Baldwin,01003,"""The wise man doesn't give the right answers, he poses the right questions."""
Baldwin,01003,#Rose &amp; #King @mikeymike126 them reds !! @ Them Reds !! http://t.co/MDwliBV25V
Baldwin,01003,#STANnotSAM
Baldwin,01003,#backtosleep
Baldwin,01003,@4eVeR_eLeGaNt_E wea mine bitch
Baldwin,01003,@Arrgghhi: Sweatpants are basically wearable napkins  truuu
Baldwin,01003,@B_Mcintyre24 Where u at bosh
Baldwin,01003,@B_Mcintyre24 my a1 dawgs
Baldwin,01003,@ChassityKidd http://t.co/e8HDV17AmB
Baldwin,01003,@ClaireMakenna what friends..
Baldwin,01003,@ClauudiaNicoole comebback@o the states please I miss you soo much
Baldwin,01003,@DBeshires: That's why I really be smokin and I really been drinking I've been going through some things u don't know what I been thinking.
Baldwin,01003,@JackDail #jackandhunterfollowspree #jackandhunterfollowspree #jackandhunterfollowspree 
Baldwin,01003,@KaitlynHale_ thanks boo
Baldwin,01003,@KristaGivens and a partYyYyY
Baldwin,01003,@PrincessLexeee somebody sent me this and said I look like him
Baldwin,01003,"@SASISNITWONGSE -_-"""
Baldwin,01003,@Straylup where you work at now fam
Baldwin,01003,@TRMitchell26 nigga I work I won't be off till Wednesday and Friday I keep telling you youngin
Baldwin,01003,@YungFuxkinMiner where yo whip ?
Baldwin,01003,@_BeckaLester thank you! Love you too! 
Baldwin,01003,@_GangstaBihh http://t.co/enYqomqFXF
Baldwin,01003,@_xJakaylaaa Shid That's The South For Ya
Baldwin,01003,@emilyathompson @itsscarlettp I don't know what you guys are talking about
Baldwin,01003,@kennybemmons who won?
Baldwin,01003,@kg_hessler @marymadison4 @BurnsM22 @jacksonturner31 why is burns always looking so clueless?
Baldwin,01003,@stayballin10: Spring breakkkkkkk !!!!!!!!!!!!!!!!!!!!! If ya ain't turning up on sb kill ya self !
Baldwin,01003,@tohamaspatton okay thennnnn
Baldwin,01003,@vbrookee this bay minette for you
Baldwin,01003,Always too good to be true
Baldwin,01003,And kansas losing.
Baldwin,01003,And take me to the beach!  @SammyFrank25
Baldwin,01003,Andrew wiggins what the hell are u doing man
Baldwin,01003,"Apparently I have a nice arse, so thank you #IWorkOut"
Baldwin,01003,Awesome job Russell @_findyoursmile and thanks to the folks at @hhorlandotattoo #tattoo #tattooshop  http://t.co/LBfXsdknSI
Baldwin,01003,Bama night one http://t.co/wbdNkmQgwq
Baldwin,01003,Can't even go back to sleep and I got a while double to work in 3 hrs this sucksss
Baldwin,01003,Catchin fish is like catchin STD's: everyone gets lucky once http://t.co/dRYflawHWn
Baldwin,01003,Could live here. @ Fairhope Yacht Club http://t.co/6lqO6kr5Aa
Baldwin,01003,Damn I can't believe Dayton won that's- JUST KIDDING SPRING BREAKKKK
Baldwin,01003,Enjoying lunch before the girls play for the championship in there soccer tournament. (@ Fiddlefish Seafood Caf ) http://t.co/VCizvVA8du
Baldwin,01003,Everybody didn't grow up with love and support or a family some people just need good people around them that care bout them .
Baldwin,01003,Fuck em.. I'm still livin' 
Baldwin,01003,Gah dammit I fucking wished everybody had parents like mine ... No matter how good of a child you are .... Some shit just Never ... FML
Baldwin,01003,Gettin artzy with ma sistas @ I   Weddings http://t.co/doqbYcfGR5
Baldwin,01003,Good day out on the water celebrating Jake's bachelor party. @ Zeke's Landing http://t.co/yNRDJqXdUP
Baldwin,01003,Guess what I caught with Gibson's help? A STING RAY  @ fishin' in the dark  http://t.co/lVT6MRJ3wB
Baldwin,01003,Gulf Shores:)) love going home #251 http://t.co/y5bFeTUuNk
Baldwin,01003,Happy Birthday Ameila! Love youuu! @AyeeMil 
Baldwin,01003,Hey what's up?
Baldwin,01003,I can't wait for my blister sunburn to turn into a golden tan.
